"","Entity","CUI","Freq","Tid","Tname"
"4734","core features","C3552157",2,"T033","Finding"
"4737","communication disabilities","C0751049",2,"T048","Mental or Behavioral Dysfunction"
"4740","hyposensitivity to perceptual stimuli","C0233490",2,"T033","Finding"
"4745","hyporeactivity to sensory input","C0036674",2,"T033","Finding"
"4747","restricted and repetitive behavioursb","C4064201",2,"T033","Finding"
"4754","communication issues","C0681295",2,"T033","Finding"
"4756","abnormality in blood levels","C1719641",2,"T033","Finding"
"4758","hyperactivity disorder","C1263846",2,"T048","Mental or Behavioral Dysfunction"
"4767","significant ‘group x threshold’ interaction effects","C1319490",2,"T033","Finding"
"4769","obsessive compulsive disorder (ocd","C0028768",2,"T048","Mental or Behavioral Dysfunction"
"4770","simple forgetting","C0542476",2,"T184","Sign or Symptom"
"4771","gender-stereotyped beliefs","C0038272",2,"T041","Mental Process"
"4780","obsessive behaviours","C0028765",2,"T055","Individual Behavior"
"4781","obsessive behaviour","C0028765",2,"T055","Individual Behavior"
"4782","communication and language disorders","C0023009",2,"T047","Disease or Syndrome"
"4783","obsessive behaviors","C0028765",2,"T055","Individual Behavior"
"4785","communication challenges","C0009452",2,"T054","Social Behavior"
"4788","hight risk psychosis","C0033975",2,"T048","Mental or Behavioral Dysfunction"
"4790","genetic or metabolic disorder","C0400963",2,"T047","Disease or Syndrome"
"4792","low, high)","C0151691",2,"T033","Finding"
"4795","nicotine dependence","C0028043",2,"T048","Mental or Behavioral Dysfunction"
"4802","gaze block","C0553544",2,"T033","Finding"
"4813","maternal emotional problems","C0677660",2,"T048","Mental or Behavioral Dysfunction"
"4814","distance-dependent head motion artifacts","C2828087",2,"T033","Finding"
"4816","gaze pattern","C0553544",2,"T033","Finding"
"4817","white matter volumes","C2675974",2,"T033","Finding"
"4818","cortical instability","C1444783",2,"T033","Finding"
"4823","small hole","C2028259",2,"T033","Finding"
"4824","gastrointestinal complaints","C0016812",2,"T047","Disease or Syndrome"
"4828","gastrointestinal disturbances","C0232459",2,"T033","Finding"
"4829","repetitive/stereotyped behaviors","C0038271",2,"T055","Individual Behavior"
"4830","disease manifestations","C0152958",2,"T047","Disease or Syndrome"
"4831","alcohol use disorder","C0001956",2,"T048","Mental or Behavioral Dysfunction"
"4833","language impaired","C0023015",2,"T048","Mental or Behavioral Dysfunction"
"4834","low working memory capacity","C0025265",2,"T041","Mental Process"
"4838","distinct etiologies","C0424503",2,"T033","Finding"
"4840","cognitively impaired individuals","C0338656",2,"T048","Mental or Behavioral Dysfunction"
"4841","generalized seizures","C0234533",2,"T047","Disease or Syndrome"
"4850","untreated neurons","C0332155",2,"T033","Finding"
"4853","difficulty with communication","C0566003",2,"T033","Finding"
"4859","resistant epilepsy","C1096063",2,"T047","Disease or Syndrome"
"4861","nm in blue","C1867112",2,"T033","Finding"
"4862","common associated symptoms","C0521989",2,"T184","Sign or Symptom"
"4864","disruptive disorders","C0012734",2,"T048","Mental or Behavioral Dysfunction"
"4869","comprehension difficulties","C2183464",2,"T033","Finding"
"4875","lifelong neurodevelopmental disorder","C1535926",2,"T048","Mental or Behavioral Dysfunction"
"4879","slower orientation","C0029266",2,"T041","Mental Process"
"4880","disruptive behavior disorder","C0012734",2,"T048","Mental or Behavioral Dysfunction"
"4886","highly heterogeneous disorder","C3550575",2,"T033","Finding"
"4891","colored circles","C0231706",2,"T184","Sign or Symptom"
"4896","variable hfa adhd","C1263846",2,"T048","Mental or Behavioral Dysfunction"
"4897","cortical dysgenesis","C2748445",2,"T033","Finding"
"4898","genetic origin","C0403804",2,"T047","Disease or Syndrome"
"4904","language disability scores","C0023015",2,"T048","Mental or Behavioral Dysfunction"
"4905","gazing at emotional faces","C2237668",2,"T033","Finding"
"4906","small and large studies","C0427310",2,"T033","Finding"
"4908","cortical atrophy","C0235946",2,"T047","Disease or Syndrome"
"4911","cortical abnormalities","C1856019",2,"T033","Finding"
"4913","genetic etiology","C1384751",2,"T047","Disease or Syndrome"
"4917","restricted/repetitive domains","C4064201",2,"T033","Finding"
"4919","physical decline","C3874277",2,"T033","Finding"
"4923","disorder risk","C1281905",2,"T033","Finding"
"4924","significantly higher levels of depressive symptoms","C2128599",2,"T184","Sign or Symptom"
"4925","general stress","C0037219",2,"T184","Sign or Symptom"
"4929","general symptoms","C0159028",2,"T184","Sign or Symptom"
"4932","usvultrasonic vocalization","C0564182",2,"T033","Finding"
"4936","complex disorders","C0085417",2,"T047","Disease or Syndrome"
"4941","generalized epilepsy","C0014548",2,"T047","Disease or Syndrome"
"4942","wasi-ii verbal and performance iq","C4027384",2,"T033","Finding"
"4943","restrictive and repetitive behaviours","C4021799",2,"T048","Mental or Behavioral Dysfunction"
"4946","restricted/repetitive behaviors","C1827547",2,"T033","Finding"
"4956","disorder-specific impairments","C4237419",2,"T048","Mental or Behavioral Dysfunction"
"4957","complete withdrawal","C2825032",2,"T048","Mental or Behavioral Dysfunction"
"4958","risk of adhd","C1263846",2,"T048","Mental or Behavioral Dysfunction"
"4961","physical inactivity","C3890554",2,"T033","Finding"
"4962","restricted, repetitive, and stereotyped patterns of behavior","C4064201",2,"T033","Finding"
"4963","diminished eye-gaze adaptation","C0553729",2,"T048","Mental or Behavioral Dysfunction"
"4964","physical eye-shape","C0700329",2,"T033","Finding"
"4966","affective prosody","C0233743",2,"T033","Finding"
"4967","complex behavior","C0474411",2,"T033","Finding"
"4968","lower levels","C0856886",2,"T033","Finding"
"4969","complex behavioral problems","C0233514",2,"T048","Mental or Behavioral Dysfunction"
"4970","single-gene syndromes","C0037176",2,"T047","Disease or Syndrome"
"4972","less relaxed mental state","C0278060",2,"T033","Finding"
"4973","single-gene disorders","C0037176",2,"T047","Disease or Syndrome"
"4978","phonological short-term memory","C1847609",2,"T033","Finding"
"4980","affective components","C0001721",2,"T041","Mental Process"
"4981","disengagement latencies","C0233222",2,"T184","Sign or Symptom"
"4984","disengagement difficulties","C0233222",2,"T184","Sign or Symptom"
"4988","affective communication","C0009452",2,"T054","Social Behavior"
"4991","complex neurodevelopmental disorders","C1535926",2,"T048","Mental or Behavioral Dysfunction"
"4992","absent speech","C1854882",2,"T033","Finding"
"4993","pervasive developmental problems","C0524528",2,"T048","Mental or Behavioral Dysfunction"
"4994","restrictive and stereotyped behaviors","C0038271",2,"T055","Individual Behavior"
"4998","hyperactivity/impulsivity domain","C2231354",2,"T048","Mental or Behavioral Dysfunction"
"4999","hyperactivity/impulsivity behaviors","C2231354",2,"T048","Mental or Behavioral Dysfunction"
"5001","v/ continua","C0392439",2,"T047","Disease or Syndrome"
"5004","continuous perseveration","C0233651",2,"T048","Mental or Behavioral Dysfunction"
"5007","hyperactivity symptoms","C0424295",2,"T048","Mental or Behavioral Dysfunction"
"5010","pervasive developmental disorder—not","C0524528",2,"T048","Mental or Behavioral Dysfunction"
"5014","generalised anxiety symptoms","C0270549",2,"T048","Mental or Behavioral Dysfunction"
"5016","non-verbal communication","C0558264",2,"T033","Finding"
"5018","disintegrative disorder","C1395295",2,"T048","Mental or Behavioral Dysfunction"
"5023","non-zero associations (colored cells","C0871988",2,"T056","Daily or Recreational Activity"
"5024","nonaccidental head injury","C0419435",2,"T033","Finding"
"5026","diminished motivation","C0456814",2,"T033","Finding"
"5028","pervasive developmental disorders in mentally retarded persons’","C0524528",2,"T048","Mental or Behavioral Dysfunction"
"5030","complex issue","C0033213",2,"T033","Finding"
"5032","affective deficits","C0814063",2,"T041","Mental Process"
"5033","complex trait","C1404990",2,"T033","Finding"
"5035","hyperacusis in humans","C0034880",2,"T184","Sign or Symptom"
"5037","hyperacusis handicap","C0034880",2,"T184","Sign or Symptom"
"5043","comorbid allergic diseases","C0009488",2,"T033","Finding"
"5045","levels of distress","C1821295",2,"T033","Finding"
"5051","ups in neurodevelopmental disorders","C1535926",2,"T048","Mental or Behavioral Dysfunction"
"5056","sleep hygiene × anx/depr","C4277672",2,"T055","Individual Behavior"
"5057","physical injury fears","C2874943",2,"T033","Finding"
"5058","core and associated symptoms","C0852123",2,"T184","Sign or Symptom"
"5061","restricted interests scores","C2959855",2,"T033","Finding"
"5063","comorbid gi problems","C0017187",2,"T033","Finding"
"5064","general cognitive engagement","C0237634",2,"T041","Mental Process"
"5066","comorbid intellectual disability","C3714756",2,"T048","Mental or Behavioral Dysfunction"
"5067","lack of collaboration","C0282116",2,"T054","Social Behavior"
"5069","sleep disorder","C0851578",2,"T048","Mental or Behavioral Dysfunction"
"5071","comorbid alexithymia","C0002020",2,"T048","Mental or Behavioral Dysfunction"
"5073","phonological working memory","C0025265",2,"T041","Mental Process"
"5075","core difficulty","C0560768",2,"T033","Finding"
"5080","lack of attention","C1398138",2,"T033","Finding"
"5084","disputing harmful thoughts","C0438698",2,"T033","Finding"
"5085","non-human animals","C0233388",2,"T033","Finding"
"5086","sleeping disorders","C0851578",2,"T048","Mental or Behavioral Dysfunction"
"5090","core diagnosis","C0751951",2,"T047","Disease or Syndrome"
"5091","abnormally elevated","C0749436",2,"T033","Finding"
"5092","community organizations","C0683657",2,"T054","Social Behavior"
"5097","disease state","C0231294",2,"T033","Finding"
"5098","gene/gene interactions/epistasis","C0743553",2,"T033","Finding"
"5100","general abnormalities","C0231163",2,"T184","Sign or Symptom"
"5102","sleep breathing disorders","C0037315",2,"T047","Disease or Syndrome"
"5104","non-mitochondrial respiration","C3554093",2,"T033","Finding"
"5107","restricted repetitive behaviour total","C4021799",2,"T048","Mental or Behavioral Dysfunction"
"5109","diminished capacity","C3495000",2,"T033","Finding"
"5110","genetic insights","C0233820",2,"T041","Mental Process"
"5112","disease variability","C3805925",2,"T033","Finding"
"5115","physical judgment","C0022423",2,"T041","Mental Process"
"5116","restricted, repetitive","C4064201",2,"T033","Finding"
"5122","general learning difficulties","C0424939",2,"T033","Finding"
"5125","affective symptoms","C0001726",2,"T184","Sign or Symptom"
"5126","nonsexual genital assault","C0162467",2,"T054","Social Behavior"
"5128","general learning disability","C0751265",2,"T048","Mental or Behavioral Dysfunction"
"5129","compensation masking assimilation","C1999057",2,"T041","Mental Process"
"5131","disorder-specific traits","C0037054",2,"T047","Disease or Syndrome"
"5132","restricted, repetitive behavior","C1827547",2,"T033","Finding"
"5135","disorganized symptoms","C4061689",2,"T033","Finding"
"5136","non-perseverative errors","C4063609",2,"T033","Finding"
"5138","disorganized speech","C1866987",2,"T033","Finding"
"5143","comorbid psychiatric disorder","C0009488",2,"T033","Finding"
"5144","comorbid psychiatric disorders","C2015805",2,"T048","Mental or Behavioral Dysfunction"
"5145","comorbid psychiatric illness","C0004936",2,"T048","Mental or Behavioral Dysfunction"
"5146","disorganization phenotype","C4061689",2,"T033","Finding"
"5148","comorbid psychiatric problems","C1306597",2,"T048","Mental or Behavioral Dysfunction"
"5149","restricted patterns of behavior","C0018464",2,"T055","Individual Behavior"
"5150","coordination deficits","C0241850",2,"T184","Sign or Symptom"
"5151","skill deficits","C4061755",2,"T033","Finding"
"5155","urinary aaa concentrations","C0162871",2,"T047","Disease or Syndrome"
"5158","general developmental delays","C0424605",2,"T048","Mental or Behavioral Dysfunction"
"5161","physical symptoms","C0679309",2,"T184","Sign or Symptom"
"5166","functional outcomes in high-functioning adults","C4034568",2,"T033","Finding"
"5167","pe = error positivity","C0553728",2,"T033","Finding"
"5169","cross-dimensional trait-disorder","C0233950",2,"T048","Mental or Behavioral Dysfunction"
"5172","impaired csf circulation","C1708473",2,"T033","Finding"
"5174","unfairness and rule-based attitudes","C0557459",2,"T033","Finding"
"5176","social sensitivity","C3279332",2,"T033","Finding"
"5179","ados—css rrb","C0265338",2,"T047","Disease or Syndrome"
"5180","relationship difficulties","C1827529",2,"T033","Finding"
"5182","impaired cognitive function","C0518657",2,"T033","Finding"
"5183","significantly higher srs-2 raw scores","C0175693",2,"T047","Disease or Syndrome"
"5184","clinical epileptic stages","C0014544",2,"T047","Disease or Syndrome"
"5192","social responsive problems","C0037431",2,"T033","Finding"
"5193","abnormal values","C0205161",2,"T033","Finding"
"5199","cross-dimensional trait-disorder relationships","C0233950",2,"T048","Mental or Behavioral Dysfunction"
"5201","difficulties with this aspect","C0332218",2,"T033","Finding"
"5202","neuronal migration defects","C2750249",2,"T033","Finding"
"5206","cross-disorder pgrss","C0010356",2,"T047","Disease or Syndrome"
"5209","typical symptom","C2028230",2,"T033","Finding"
"5212","low severity","C2219816",2,"T184","Sign or Symptom"
"5215","neuronal overgrowth","C1849265",2,"T033","Finding"
"5216","discriminate disease genes","C0012632",2,"T041","Mental Process"
